word,length,pos,has_okina,has_kahako,bare_form,definition
mahāha,6,verb,0,1,mahaha,to be soft
maitai,6,verb,0,0,maitai,Niʻihau form of maikaʻi (“goodness”)
maiʻao,6,noun,1,0,maiao,fingernail
makala,6,verb,0,0,makala,"to loosen, to open a little"
makana,6,noun,0,0,makana,gift (present)
makani,6,noun,0,0,makani,wind
makaʻu,6,noun,1,0,makau,fear
makule,6,verb,0,0,makule,"aged, elderly"
malama,6,noun,0,0,malama,"moon, moonlight"
malino,6,verb,0,0,malino,"calm, peaceful, quiet"
malolo,6,verb,0,0,malolo,low
maloʻo,6,verb,1,0,maloo,dry
maluhi,6,verb,0,0,maluhi,"dull, sleepy"
mamaʻo,6,verb,1,0,mamao,greenish
manakō,6,noun,0,1,manako,mango
manawa,6,noun,0,0,manawa,"affections, feelings, disposition"
manaʻo,6,noun,1,0,manao,"thought, idea"
manene,6,verb,0,0,manene,"to sudder, to quake"
maneʻo,6,noun,1,0,maneo,"itch, prick, irritation, smart"
manini,6,noun,0,0,manini,"Acanthurus triostegus, a species of surgeonfish"
manono,6,noun,0,0,manono,any of various endemic shrubs chiefly in the genus Kadua
manunu,6,noun,0,0,manunu,"tremor, as of an earthquake"
maʻawe,6,noun,1,0,maawe,"thread, fiber, strand"
minuke,6,noun,0,0,minuke,minute (unit of time)
moamoa,6,verb,0,0,moamoa,"to care for, to supply with food"
momona,6,noun,0,0,momona,fat
monakō,6,noun,0,1,monako,glucose
māhana,6,noun,0,1,mahana,twins
mākaʻi,6,verb,1,1,makai,"to inspect, to police"
mākolu,6,verb,0,1,makolu,thick
mākonā,6,verb,0,1,makona,"hard, unyielding"
mākuʻe,6,noun,1,1,makue,brown (color/colour)
mālama,6,noun,0,1,malama,"care, preservation"
mālili,6,verb,0,1,malili,"blighted, blasted"
mālolo,6,noun,0,1,malolo,flying fish
māmaki,6,noun,0,1,mamaki,Waimea pipturus or Pipturus albidus
māpala,6,noun,0,1,mapala,marble (material)
māʻalo,6,verb,1,1,maalo,to pass by
māʻila,6,noun,1,1,maila,light-brown skin
māʻona,6,verb,1,1,maona,"full, satiated"
mīkini,6,noun,0,1,mikini,machine
mōhāhā,6,verb,0,1,mohaha,fully developed
mūkiʻi,6,noun,1,1,mukii,tether
naheka,6,noun,0,0,naheka,snake
nahele,6,noun,0,0,nahele,"forest, bush"
nakulu,6,noun,0,0,nakulu,dripping
nalala,6,noun,0,0,nalala,dinosaur
nanuka,6,noun,0,0,nanuka,polar bear
naonao,6,noun,0,0,naonao,ant
nikala,6,noun,0,0,nikala,nickel (chemical element)
nohona,6,noun,0,0,nohona,seat
noʻeau,6,verb,1,0,noeau,clever; wise
nunuha,6,verb,0,0,nunuha,"sulky, moody"
nākiʻi,6,verb,1,1,nakii,to tie
nākuʻi,6,verb,1,1,nakui,to rumble
nānahu,6,noun,0,1,nanahu,Lānaʻi form of lānahu (“charcoal”)
nānaku,6,noun,0,1,nanaku,great bulrush
nīkiʻi,6,verb,1,1,nikii,"to tie, to bind"
okaoka,6,noun,0,0,okaoka,"bits, particles"
paepae,6,noun,0,0,paepae,platform
pahele,6,noun,0,0,pahele,trap
paheʻe,6,verb,1,0,pahee,slippery
pakakē,6,noun,0,1,pakake,"gibberish, unintelligible speech"
pakini,6,noun,0,0,pakini,bucket
palaka,6,verb,0,0,palaka,indifferent; inactive; uninterested; lax; listless; apathetic; oblivious.
palaki,6,noun,0,0,palaki,brush
palala,6,noun,0,0,palala,brother
palaoa,6,noun,0,0,palaoa,flour
palaʻo,6,noun,1,0,palao,walrus
panakō,6,noun,0,1,panako,bank (financial institution)
papamū,6,noun,0,1,papamu,A stone with a board for playing kōnane carved into the top.
pauaho,6,verb,0,0,pauaho,"out of breath, winded"
paʻapū,6,verb,1,1,paapu,"dense, covered (i with)"
pepelu,6,verb,0,0,pepelu,repetitious (in speech)
piapia,6,noun,0,0,piapia,"the encrusted white matter in the eyes, as from sleeping or from sore eyes, ""sand"" in the eyes;"
pihaʻā,6,noun,1,1,pihaa,"floating debris, flotsam, jetsam, driftwood"
pilina,6,noun,0,0,pilina,adhering
pineki,6,noun,0,0,pineki,peanut
piopio,6,noun,0,0,piopio,chick
pipiʻi,6,verb,1,0,pipii,expensive
piʻina,6,noun,1,0,piina,"climb, ascent"
poepoe,6,verb,0,0,poepoe,"round, rounded"
pokela,6,noun,0,0,pokela,pottery
poloka,6,noun,0,0,poloka,frog
ponoʻī,6,noun,1,1,ponoi,self
pupuka,6,verb,0,0,pupuka,ugly
pupule,6,verb,0,0,pupule,"crazy, insane, reckless, wild"
pākali,6,verb,0,1,pakali,to decoy fish by doling out bait little-by-little
pākaua,6,noun,0,1,pakaua,"a fort, stronghold"
pākeke,6,noun,0,1,pakeke,pocket
pākiʻi,6,noun,1,1,pakii,flatfish
pākuʻi,6,verb,1,1,pakui,"to add on, to append, to annex"
pālala,6,noun,0,1,palala,feast
pālima,6,num,0,1,palima,"five by five, five at a time"
pāloke,6,noun,0,1,paloke,parrot
pāluna,6,noun,0,1,paluna,balloon
pānini,6,noun,0,1,panini,cactus
pānānā,6,noun,0,1,panana,"compass, device with floated needle that directs to the magnetic north"
pāpale,6,noun,0,1,papale,"hat, cap"
pāpapa,6,noun,0,1,papapa,bean
pāpaʻa,6,verb,1,1,papaa,"cooked crisp, toasted"
pāpaʻi,6,noun,1,1,papai,crab
pāpaʻu,6,verb,1,1,papau,shallow
pāwela,6,verb,0,1,pawela,"scorched, burned"
pāʻani,6,noun,1,1,paani,"play, sport, game, amusement, fun"
pāʻele,6,verb,1,1,paele,"to blacken, to blot, to paint black"
pāʻina,6,noun,1,1,paina,meal
pāʻumi,6,num,1,1,paumi,"ten times, ten at a time, by tens, etc."
pīhopa,6,noun,0,1,pihopa,bishop
pīkake,6,noun,0,1,pikake,peacock
pīlali,6,noun,0,1,pilali,hardened sap of the candlenut tree
pīʻāpā,6,noun,1,1,piapa,alphabet
pōhaku,6,noun,0,1,pohaku,"stone, rock, mineral"
pōhili,6,noun,0,1,pohili,baseball (sport)
pōhina,6,verb,0,1,pohina,gray
pōkaʻa,6,noun,1,1,pokaa,"reel, spool"
pōkaʻo,6,verb,1,1,pokao,barren
pōkole,6,noun,0,1,pokole,shortness
pōloli,6,verb,0,1,pololi,hungry
pōnalo,6,noun,0,1,ponalo,gnat; small fly
pōpeku,6,noun,0,1,popeku,American football (sport)
pōpoki,6,noun,0,1,popoki,cat
pōpolo,6,noun,0,1,popolo,black nightshade (Solanum nigrum)
pōʻaha,6,noun,1,1,poaha,"circle, ring"
pūhili,6,verb,0,1,puhili,to veer
pūhiʻu,6,verb,1,1,puhiu,to fart audibly
pūkiʻi,6,verb,1,1,pukii,"to tie, to bind"
pūkuʻi,6,verb,1,1,pukui,to collect
pūlale,6,verb,0,1,pulale,"to hurry, to rush, to hasten"
pūlumi,6,noun,0,1,pulumi,broom
pūnono,6,verb,0,1,punono,flushed red
pūʻulu,6,noun,1,1,puulu,"group, crowd"
tupuna,6,noun,0,0,tupuna,"Niʻihau form of kupuna (“grandparent, elder”)"
tūpuna,6,noun,0,1,tupuna,"Niʻihau form of kūpuna (“grandparents, elders”)"
ukiuki,6,verb,0,0,ukiuki,"annoyed, displeased, vexed"
uliuli,6,noun,0,0,uliuli,"blue, green, black, any dark color"
uluhua,6,verb,0,0,uluhua,"vexed, annoyed"
unaʻoa,6,noun,1,0,unaoa,worm snail (marine gastropod in the family Vermetidae)
uniona,6,noun,0,0,uniona,union
wahine,6,noun,0,0,wahine,"woman, female"
wailua,6,noun,0,0,wailua,"ghost, spirit"
waiwai,6,verb,0,0,waiwai,to be rich
welina,6,intj,0,0,welina,"hello, greetings (short for me ʻoukou ka welina o ke aloha)"
wilikī,6,noun,0,1,wiliki,engineer
wānana,6,noun,0,1,wanana,"prophecy, foretell, foresight"
ʻIlaka,6,verb,1,0,ilaka,Iraqi
ʻIlana,6,verb,1,0,ilana,Iranian
ʻahiku,6,num,1,0,ahiku,seven
ʻaholo,6,noun,1,0,aholo,"landslide, avalanche"
ʻakahi,6,phrase,1,0,akahi,"for the first time, never before"
ʻakele,6,noun,1,0,akele,acre
ʻakina,6,noun,1,0,akina,biting; bite
ʻakolo,6,verb,1,0,akolo,to attempt to creep
ʻakolu,6,num,1,0,akolu,three
ʻalalā,6,noun,1,1,alala,Hawaiian crow (Corvus hawaiiensis)
ʻalani,6,noun,1,0,alani,orange
ʻalima,6,num,1,0,alima,five
ʻalohi,6,verb,1,0,alohi,"to shine, glimmer or glister"
ʻamene,6,intj,1,0,amene,amen
ʻanakē,6,noun,1,1,anake,aunt (sister of one's parent)
ʻanoʻi,6,noun,1,0,anoi,"desire, longing"
ʻanuʻu,6,noun,1,0,anuu,"stairs, steps"
ʻaoʻao,6,noun,1,0,aoao,"side, flank"
ʻapōpō,6,noun,1,1,apopo,tomorrow
ʻauhau,6,noun,1,0,auhau,tribute
ʻauina,6,noun,1,0,auina,"slope, decline, descent"
ʻauwai,6,noun,1,0,auwai,ditch
ʻauʻau,6,verb,1,0,auau,to swim
ʻawalu,6,num,1,0,awalu,eight
ʻaʻalu,6,noun,1,0,aalu,"ravine, valley, depression"
ʻaʻano,6,verb,1,0,aano,"overbearing, arrogant"
ʻaʻehi,6,verb,1,0,aehi,to cross (e.g. a street)
ʻaʻohe,6,pron,1,0,aohe,none
ʻaʻole,6,intj,1,0,aole,"no, not"
ʻehiku,6,num,1,0,ehiku,seven
ʻekahi,6,num,1,0,ekahi,one
ʻekolu,6,num,1,0,ekolu,three
ʻelele,6,noun,1,0,elele,messenger
ʻelima,6,num,1,0,elima,five
ʻewalu,6,num,1,0,ewalu,eight
ʻieʻie,6,noun,1,0,ieie,Any of species Freycinetia arborea of woody climbers with aerial roots.
ʻikena,6,noun,1,0,ikena,"sight, scenery"
ʻiʻini,6,noun,1,0,iini,"desire, yearning"
ʻiʻiwi,6,noun,1,0,iiwi,"iiwi, scarlet honeycreeper"
ʻohana,6,noun,1,0,ohana,"family, relatives, kin group; ohana"
ʻokina,6,noun,1,0,okina,"cutting off, separation"
ʻopihi,6,noun,1,0,opihi,limpet
ʻoukou,6,pron,1,0,oukou,second person plural; you (three or more)
ʻoʻopu,6,noun,1,0,oopu,Any of various small marine or freshwater fish in the families Eleotridae (sleeper gobies) and Gobiidae (true gobies).
ʻuhane,6,noun,1,0,uhane,ghost
ʻumeke,6,noun,1,0,umeke,bowl
ʻupena,6,noun,1,0,upena,net
ʻuʻuku,6,verb,1,0,uuku,"tiny, small"
ʻāhewa,6,verb,1,1,ahewa,"to condemn, to convict"
ʻākala,6,noun,1,1,akala,Hawaiian raspberry (either of two species in the genus Rubus endemic to Hawaii):
ʻākaʻa,6,verb,1,1,akaa,to peel
ʻākepa,6,noun,1,1,akepa,Hawaiʻi ʻākepa (Loxops coccineus)
ʻālapa,6,noun,1,1,alapa,athlete
ʻālina,6,noun,1,1,alina,scar
ʻāluna,6,noun,1,1,aluna,descent
ʻāmana,6,noun,1,1,amana,Y-shaped crosspiece
ʻānela,6,noun,1,1,anela,angel
ʻāpiki,6,noun,1,1,apiki,trickery
ʻāpono,6,verb,1,1,apono,"to confirm, to affirm, to certify"
ʻāpuka,6,verb,1,1,apuka,to cheat
ʻāwini,6,verb,1,1,awini,sharp
ʻāwīwī,6,verb,1,1,awiwi,"quick, fast"
ʻīnaʻi,6,noun,1,1,inai,"relish, garnish"
ʻīniha,6,noun,1,1,iniha,inch
ʻīnika,6,noun,1,1,inika,ink
ʻīpuka,6,noun,1,1,ipuka,gateway
ʻōfeni,6,noun,1,1,ofeni,an offense; a criminal act
ʻōhaʻi,6,verb,1,1,ohai,imperfectly healed
ʻōhelo,6,noun,1,1,ohelo,Any Vaccinium species
ʻōhewa,6,verb,1,1,ohewa,"incoherent, drunk"
ʻōhinu,6,verb,1,1,ohinu,"greasy, shiny"
ʻōhiʻa,6,noun,1,1,ohia,mountain apple or Malay apple; Syzygium malaccense
ʻōkole,6,noun,1,1,okole,"anus, buttocks (less polite than lemu)"
ʻōkuhe,6,noun,1,1,okuhe,Any of species Eleotris sandwicensis of fishes in the family Eleotridae
ʻōkuhi,6,noun,1,1,okuhi,directions
ʻōlapa,6,verb,1,1,olapa,"to flash, to flare up"
ʻōlelo,6,noun,1,1,olelo,"language, speech"
ʻōlena,6,noun,1,1,olena,turmeric
ʻōmaʻo,6,noun,1,1,omao,Hawaiian thrush
ʻōmole,6,noun,1,1,omole,"bottle, jar, jug"
ʻōnaha,6,verb,1,1,onaha,"stooped, bent over"
ʻōnini,6,noun,1,1,onini,"slight breeze, puff of wind"
ʻōpala,6,noun,1,1,opala,"trash, garbage, rubbish"
ʻōpuhi,6,noun,1,1,opuhi,shampoo ginger (Zingiber zerumbet)
ʻōpule,6,verb,1,1,opule,"spotted, speckled"
ʻōpuʻu,6,noun,1,1,opuu,"bud, not yet opened blossom"
ʻōwehe,6,noun,1,1,owehe,description
ʻūhili,6,noun,1,1,uhili,"bat, club, racquet, etc."
ʻūhini,6,verb,1,1,uhini,"fine, weblike, slender"
Burunei,7,verb,0,0,burunei,Bruneian
Hawaiʻi,7,noun,1,0,hawaii,Hawaiian (person)
Kekokia,7,verb,0,0,kekokia,Scottish
Kinikiu,7,noun,0,0,kinikiu,a Chinese person
Kuekene,7,verb,0,0,kuekene,Swedish
Lakawia,7,verb,0,0,lakawia,Latvian
Nolewai,7,verb,0,0,nolewai,Norwegian
Paniolo,7,noun,0,0,paniolo,Spaniard
Pelekia,7,verb,0,0,pelekia,Persian
Poatahi,7,noun,0,0,poatahi,Niʻihau form of Pōʻakahi (“Monday”)
Pōʻalua,7,noun,1,1,poalua,Tuesday
Pōʻaono,7,noun,1,1,poaono,Saturday
Romānia,7,verb,0,1,romania,Romanian
Sepania,7,verb,0,0,sepania,Spanish
Sinapoa,7,verb,0,0,sinapoa,Singaporean
Tailani,7,verb,0,0,tailani,Thai
akahele,7,verb,0,0,akahele,"cautious, careful"
akemāmā,7,noun,0,1,akemama,lung
alakaʻi,7,verb,1,0,alakai,"to lead, to guide, to direct"
anahulu,7,noun,0,0,anahulu,a period of ten days
anapuni,7,noun,0,0,anapuni,boundary
diabolo,7,noun,0,0,diabolo,devil
hailawe,7,verb,0,0,hailawe,to exchange
hailepo,7,noun,0,0,hailepo,stingray
hailuku,7,verb,0,0,hailuku,to stone
hanauna,7,noun,0,0,hanauna,generation
hapalua,7,noun,0,0,hapalua,"half, half-dollar"
haukaʻe,7,verb,1,0,haukae,"to stain, to smear"
haulani,7,verb,0,0,haulani,to surge
haumāna,7,noun,0,1,haumana,student
hauʻoli,7,noun,1,0,hauoli,"happiness, joy"
haʻaheo,7,verb,1,0,haaheo,to cherish with pride
hiliuma,7,noun,0,0,hiliuma,helium (chemical element)
hoakipa,7,noun,0,0,hoakipa,visitor
hoomata,7,verb,0,0,hoomata,Niʻihau form of hoʻomaka (“to start”)
hoʻoheu,7,verb,1,0,hooheu,"to sprout, to germinate"
hoʻohui,7,verb,1,0,hoohui,"to join, to connect"
hoʻoilo,7,noun,1,0,hooilo,winter
hoʻokae,7,verb,1,0,hookae,"to despise, detest, treat with contempt or scorn"
hoʻokua,7,verb,1,0,hookua,to persevere (persist in a task that has become burdensome)
hoʻolei,7,verb,1,0,hoolei,"to throw, cast, send"
hoʻoneo,7,verb,1,0,hooneo,"to lay waste, to devastate"
hoʻonui,7,verb,1,0,hoonui,"to enlarge, to magnify"
hoʻopae,7,verb,1,0,hoopae,"to cluster, to form a row of"
hoʻopau,7,verb,1,0,hoopau,"to conclude, to finish"
hoʻopio,7,verb,1,0,hoopio,to extinguish
hoʻopoe,7,verb,1,0,hoopoe,to form into a round shape
hoʻoulu,7,verb,1,0,hooulu,to grow
hoʻākua,7,verb,1,1,hoakua,to deify
hoʻōnea,7,verb,1,1,hoonea,to desolate
huakaʻi,7,noun,1,0,huakai,"trip, journey"
huinahā,7,noun,0,1,huinaha,quadrangle
hālāwai,7,verb,0,1,halawai,to meet
hōʻaiʻē,7,verb,1,1,hoaie,"to lend, loan"
kahakai,7,noun,0,0,kahakai,"seashore, seaside, coast"
kahaone,7,noun,0,0,kahaone,a beach covered with sand
kahawai,7,noun,0,0,kahawai,"stream, creek"
kaimana,7,noun,0,0,kaimana,diamond
kalaima,7,noun,0,0,kalaima,crime
kalaina,7,noun,0,0,kalaina,carving
kalaiwa,7,verb,0,0,kalaiwa,to drive (a vehicle)
kanaiwa,7,num,0,0,kanaiwa,ninety
kanaono,7,num,0,0,kanaono,sixty
kanikau,7,noun,0,0,kanikau,"lamentation, dirge"
kapuahi,7,noun,0,0,kapuahi,"fireplace, hearth"
kapuaʻi,7,noun,1,0,kapuai,sole of the foot
kauhuhu,7,noun,0,0,kauhuhu,ridgepole
kaukani,7,num,0,0,kaukani,thousand
kaulana,7,verb,0,0,kaulana,to be famous
kaulaʻi,7,verb,1,0,kaulai,to hang up to dry
kaumaha,7,noun,0,0,kaumaha,weight
keleawe,7,noun,0,0,keleawe,copper (chemical element)
kenekoa,7,noun,0,0,kenekoa,senator
kiliona,7,num,0,0,kiliona,trillion
kinowai,7,noun,0,0,kinowai,liquid (as opposed to a solid or a gas)
kuahine,7,noun,0,0,kuahine,term of address for the sister or female cousin of a male
kuahiwi,7,noun,0,0,kuahiwi,mountain
kuapuʻu,7,noun,1,0,kuapuu,"hump, fleshy mass on camels etc"
kuaʻana,7,noun,1,0,kuaana,term of a address for an older sibling or cousin of the same sex
kulanui,7,noun,0,0,kulanui,university; college
kuleana,7,noun,0,0,kuleana,"right, responsibility, duty, obligation"
kulāiwi,7,noun,0,1,kulaiwi,native land. homeland
kuʻihao,7,noun,1,0,kuihao,blacksmith
kālelei,7,verb,0,1,kalelei,to listen (to)
kānāwai,7,noun,0,1,kanawai,"code, law, statute, act"
kīhāpai,7,noun,0,1,kihapai,"garden, patch"
laholio,7,noun,0,0,laholio,"rubber, flexible and pliable material made from coagulating natural latex of the rubber tree (Hevea brasiliensis)."
lauhala,7,noun,0,0,lauhala,"A screwpine leaf, especially when used in plaiting."
laukōnā,7,verb,0,1,laukona,"heartless, merciless"
lauleʻa,7,noun,1,0,laulea,"peace, happiness"
lawaiʻa,7,noun,1,0,lawaia,fisherman (person who attempts to catch fish)
likiuma,7,noun,0,0,likiuma,lithium (chemical element)
luahine,7,noun,0,0,luahine,old woman
luakaha,7,noun,0,0,luakaha,place of relaxation
mahiole,7,noun,0,0,mahiole,"royal headgear, helmet"
mahiʻai,7,noun,1,0,mahiai,farmer
maikaʻi,7,noun,1,0,maikai,"goodness, wellness"
makamae,7,verb,0,0,makamae,precious
makeima,7,noun,0,0,makeima,macadamia nut
maluhia,7,noun,0,0,maluhia,"peace, stillness"
maopopo,7,verb,0,0,maopopo,to understand
meakanu,7,noun,0,0,meakanu,plant (botany)
mikiʻao,7,noun,1,0,mikiao,fingernail
miliona,7,num,0,0,miliona,million
moehewa,7,verb,0,0,moehewa,"to figit, talk, or walk in one's sleep"
mukuela,7,noun,0,0,mukuela,weasel
māiʻuʻu,7,noun,1,1,maiuu,nail; keratin end of the toes and fingers
mānaleo,7,noun,0,1,manaleo,native speaker (lit. inherited language)
naʻauao,7,verb,1,0,naauao,"enlightened, intelligent, wise"
naʻaupō,7,verb,1,1,naaupo,ignorant
nehinei,7,noun,0,0,nehinei,yesterday
paniolo,7,noun,0,0,paniolo,cowboy
paukikī,7,verb,0,1,paukiki,"fast, speedy"
paʻahao,7,noun,1,0,paahao,prisoner
paʻakai,7,noun,1,0,paakai,salt
pepeiao,7,noun,0,0,pepeiao,ear
pilikia,7,noun,0,0,pilikia,"trouble, difficulty, distress"
piliona,7,num,0,0,piliona,billion
pololei,7,verb,0,0,pololei,"correct, right"
pounamu,7,noun,0,0,pounamu,"jade, jadeite"
puaiohi,7,noun,0,0,puaiohi,small Kauaʻi thrush
punihei,7,verb,0,0,punihei,"ensnared, entangled"
puʻuwai,7,noun,1,0,puuwai,heart
pālākiō,7,noun,0,1,palakio,"scale, in math"
pōwāwae,7,noun,0,1,powawae,"association football, soccer (sport)"
pūhihio,7,verb,0,1,puhihio,"to whirl, to blow"
pūkiawe,7,noun,0,1,pukiawe,jequirity bean
sodiuma,7,noun,0,0,sodiuma,sodium (chemical element)
tausani,7,num,0,0,tausani,thousand
uhalula,7,noun,0,0,uhalula,A sea urchin with long spines.
uluwehi,7,noun,0,0,uluwehi,lush growth
unuhina,7,noun,0,0,unuhina,translation
waimaka,7,noun,0,0,waimaka,tears (water that flows from the eyes)
walaʻau,7,verb,1,0,walaau,"to talk, speak"
ānuenue,7,noun,0,1,anuenue,rainbow
ʻEulopa,7,verb,1,0,eulopa,"European (of, from or relating to Europe)"
ʻahahui,7,noun,1,0,ahahui,"society, club, organization"
ʻeʻehia,7,noun,1,0,eehia,awe-inspiring
ʻiliahi,7,noun,1,0,iliahi,sandalwood (Santalum)
ʻilikai,7,noun,1,0,ilikai,surface of the sea
ʻoihana,7,noun,1,0,oihana,"occupation, trade, job"
ʻĪkālia,7,verb,1,1,ikalia,Italian
Kelewine,8,noun,0,0,kelewine,Kelvin (unit of temperature)
Kenemaka,8,verb,0,0,kenemaka,Danish
Lituania,8,verb,0,0,lituania,Lithuanian
Malaisia,8,verb,0,0,malaisia,Malaysian
Menehune,8,noun,0,0,menehune,Menehune
Naigeria,8,verb,0,0,naigeria,Nigerian
Nuʻuhiwa,8,verb,1,0,nuuhiwa,Marquesan
Pakitana,8,verb,0,0,pakitana,Pakistani
Palakila,8,verb,0,0,palakila,Brazilian
Pelekāne,8,verb,0,1,pelekane,"English, British"
Pilipino,8,noun,0,0,pilipino,a Filipino
Pinilana,8,verb,0,0,pinilana,Finnish
Pokoliko,8,verb,0,0,pokoliko,Puerto Rican
Pokukala,8,verb,0,0,pokukala,Portuguese
Pōʻakahi,8,noun,1,1,poakahi,Monday
Pōʻakolu,8,noun,1,1,poakolu,Wednesday
Pōʻalima,8,noun,1,1,poalima,Friday
ahupuaʻa,8,noun,1,0,ahupuaa,a wedge-shaped land subdivision of ancient Hawaii which extended from the mountains to the sea
anawaena,8,noun,0,0,anawaena,diameter
hakahaka,8,noun,0,0,hakahaka,vacancy
hakuhaku,8,verb,0,0,hakuhaku,lumpy
halahala,8,noun,0,0,halahala,correction
halehale,8,verb,0,0,halehale,towering
hanahana,8,verb,0,0,hanahana,"hot, warm"
hanohano,8,verb,0,0,hanohano,"distinguished, honored, dignified"
hapakolu,8,noun,0,0,hapakolu,third (third part of something)
haʻahaʻa,8,noun,1,0,haahaa,lowness
haʻalele,8,verb,1,0,haalele,"to leave, to desert"
haʻalulu,8,noun,1,0,haalulu,to cause to shake
haʻawina,8,noun,1,0,haawina,"lesson, assignment"
haʻihaʻi,8,verb,1,0,haihai,to speak back and forth
haʻiinoa,8,noun,1,0,haiinoa,noun
haʻupoho,8,noun,1,0,haupoho,parachute
helahela,8,noun,0,0,helahela,redness of the eye
heleāiʻa,8,verb,1,1,heleaia,to swim like a fish
heleāwai,8,verb,0,1,heleawai,to flow like water
heluhelu,8,verb,0,0,heluhelu,to read
hemahema,8,verb,0,0,hemahema,"awkward, clumsy"
hemolele,8,noun,0,0,hemolele,perfection
henehene,8,verb,0,0,henehene,"to mock, tease, laugh at"
hihiawai,8,noun,0,0,hihiawai,swamp fern (Ceratopteris thalictroides)
hikaluhi,8,noun,0,0,hikaluhi,self-care
hikiāloa,8,verb,0,1,hikialoa,"long-term, long-range"
hilinaʻi,8,verb,1,0,hilinai,to lean on
hinahina,8,noun,0,0,hinahina,"Heliotropium anomalum, a heliotrope of the Pacific Islands"
hiʻuhiʻu,8,noun,1,0,hiuhiu,"braid or plait end, loose ends of a woven mat or lei"
hoikiuna,8,noun,0,0,hoikiuna,dolphin
holoholo,8,verb,0,0,holoholo,"to go for a walk, ride, or sail; to go out for pleasure, stroll, promenade"
holoāiʻa,8,verb,1,1,holoaia,to swim like a fish
hopohopo,8,verb,0,0,hopohopo,"anxious, uncertain, fearful"
hoʻihoʻi,8,verb,1,0,hoihoi,"to return, to send back"
hoʻohaku,8,verb,1,0,hoohaku,to act like a lord
hoʻohana,8,verb,1,0,hoohana,to use
hoʻohina,8,verb,1,0,hoohina,"to throw, to knock over"
hoʻoholo,8,verb,1,0,hooholo,"to sail, run, ride (as a horse), flush (as a toilet)"
hoʻokala,8,verb,1,0,hookala,to sharpen
hoʻokipa,8,verb,1,0,hookipa,to entertain (treat hospitably)
hoʻokolo,8,verb,1,0,hookolo,to make crawl
hoʻokomo,8,verb,1,0,hookomo,to insert
hoʻokuke,8,verb,1,0,hookuke,"to banish, to expel"
hoʻokuʻu,8,verb,1,0,hookuu,"to release, to let go"
hoʻokāne,8,verb,1,1,hookane,to act like a man
hoʻokūkū,8,verb,1,1,hookuku,to compete
hoʻolaka,8,verb,1,0,hoolaka,"to tame, to domesticate"
hoʻolawe,8,noun,1,0,hoolawe,deduction
hoʻolohe,8,verb,1,0,hoolohe,to listen to
hoʻololi,8,verb,1,0,hoololi,"to alter, to amend, to change"
hoʻoluʻu,8,verb,1,0,hooluu,"to plunge or dip something in liquids, dyes, solutions etc"
hoʻomaha,8,verb,1,0,hoomaha,"to pause, to rest"
hoʻomaka,8,verb,1,0,hoomaka,"to begin, start"
hoʻomake,8,verb,1,0,hoomake,to kill
hoʻomale,8,verb,1,0,hoomale,to wed (perform the marriage ceremony for)
hoʻomana,8,verb,1,0,hoomana,"to place into a position of authority, to put in power"
hoʻomanō,8,verb,1,1,hoomano,to act like a shark
hoʻomoʻa,8,verb,1,0,hoomoa,to cook
hoʻomālū,8,verb,1,1,hoomalu,to calm down
hoʻonani,8,verb,1,0,hoonani,to beautify
hoʻonoho,8,verb,1,0,hoonoho,to take up residence
hoʻonuha,8,verb,1,0,hoonuha,to sulk; to cause to sulk
hoʻopaʻa,8,verb,1,0,hoopaa,to make firm
hoʻopiʻo,8,verb,1,0,hoopio,"to bend, to curve"
hoʻopuka,8,verb,1,0,hoopuka,"to perforate, to puncture"
hoʻouahi,8,verb,1,0,hoouahi,to smoke or fumigate something
hoʻowela,8,verb,1,0,hoowela,to burn
hoʻoʻino,8,verb,1,0,hooino,"to harm, to injure"
hulihuli,8,verb,0,0,hulihuli,"to turn repeatedly, to revolve"
huluhulu,8,noun,0,0,huluhulu,body hair (as opposed to lauoho (“hair of the head”))
humuhumu,8,noun,0,0,humuhumu,triggerfish
hunahuna,8,noun,0,0,hunahuna,"particles, crumbs"
huʻahuʻa,8,noun,1,0,huahua,"foam, froth"
huʻihuʻi,8,verb,1,0,huihui,cold
hāʻāpuka,8,noun,1,1,haapuka,to cause to cheat
hōkūnaʻi,8,noun,1,1,hokunai,asteroid
hōʻaumoe,8,verb,1,1,hoaumoe,to pass the night
hōʻauʻau,8,verb,1,1,hoauau,to bath (give a bath to)
ianakama,8,noun,0,0,ianakama,ginseng (any plant of two species of the genus Panax (Panax ginseng and Panax quinquefolius))
iwakālua,8,num,0,1,iwakalua,twenty
kahikolu,8,verb,0,0,kahikolu,three-in-one
kaikaina,8,noun,0,0,kaikaina,a younger sibling
kakalina,8,noun,0,0,kakalina,gasoline
kalakala,8,verb,0,0,kalakala,"craggy, thorny"
kalapuna,8,noun,0,0,kalapuna,seagull
kalepona,8,noun,0,0,kalepona,carbon (chemical element)
kalipuna,8,noun,0,0,kalipuna,calcium (chemical element)
kaloline,8,noun,0,0,kaloline,chlorine (chemical element)
kalukalu,8,noun,0,0,kalukalu,a kind of fern
kamaliʻi,8,noun,1,0,kamalii,"children, progeny"
kanahiku,8,num,0,0,kanahiku,seventy
kanakolu,8,num,0,0,kanakolu,thirty
kanalima,8,num,0,0,kanalima,fifty
kanaluna,8,noun,0,0,kanaluna,"Chinese lantern, paper lantern"
